type,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,created_at,updated_at
image-question,geography,6,3,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",2,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img96/400/300,"[""geography"", ""image"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,3,en,What is 20 ÷ 10? (round to nearest integer),,"[""2"", ""4"", ""3"", ""1""]",0,,The correct result is 2.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,3,5,en,What is normal human body temperature (°C)?,,"[""36.5\u201337.5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,Normal range is about 36.5–37.5°C.,,,"[""general-knowledge"", ""en"", ""grade-3"", ""diff-5""]",28000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,4,3,en,Approximately how tall (in meters) is the Eiffel Tower? (nearest whole number),,,,324,Eiffel Tower is ~324 m tall.,m,,"[""geography"", ""number-input"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,4,5,en,,"In English, a sentence must start with a capital letter.",,,True,This is a standard grammar rule.,,,"[""language"", ""true-false"", ""en"", ""grade-4"", ""diff-5""]",24000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,6,3,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,3,2,en,What is 482 + 979?,,,,1461,482+979=1461.,,,"[""math"", ""number-input"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,5,3,de,In einer Nahrungskette: Was ist eine Pflanze?,,"[""Produzent"", ""Konsument"", ""Zersetzer"", ""R\u00e4uber""]",0,,Pflanzen sind Produzenten.,,,"[""general-knowledge"", ""de"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,1,de,Wie heißt die Hauptstadt von China?,,"[""Athens"", ""Budapest"", ""Lisbon"", ""Beijing""]",3,,Die Hauptstadt von China ist Beijing.,,,"[""geography"", ""capitals"", ""de"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,4,5,en,What is 25% of 60?,,,,15,25% of 60 = 60×25/100 = 15.,,,"[""math"", ""number-input"", ""en"", ""grade-4"", ""diff-5""]",24000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,3,de,,Copenhagen ist die Hauptstadt von Belgium.,,,False,Die Hauptstadt von Belgium ist Brussels.,,,"[""geography"", ""true-false"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,1,4,fr,,13 + 13 est égal à 2 × 13.,,,True,"Par distributivité, c'est toujours vrai.",,,"[""math"", ""true-false"", ""fr"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,4,4,de,,4 + 4 ist gleich 2 × 4.,,,True,Durch das Distributivgesetz stimmt das immer.,,,"[""math"", ""true-false"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,6,5,en,What is 490 + 810?,,,,1300,490+810=1300.,,,"[""math"", ""number-input"", ""en"", ""grade-6"", ""diff-5""]",16000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,4,4,de,Welches Tier ist auf dem Bild zu sehen?,,"[""Katze"", ""Hund"", ""Vogel"", ""Fisch""]",2,,Erkenne das Tier auf dem Bild.,,https://picsum.photos/seed/img110/400/300,"[""math"", ""image"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,4,3,de,,Auf Meereshöhe kocht Wasser bei 100°C.,,,True,Siedepunkt von Wasser auf Meereshöhe ist 100°C.,,,"[""general-knowledge"", ""true-false"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,1,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,2,2,en,How many letters are in the word 'elephant'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,3,1,en,Choose the correct article: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' starts with a vowel sound → 'an'.,,,"[""language"", ""grammar"", ""en"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,3,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,2,3,fr,,30 + 17 est supérieur à 30 × 17.,,,False,Comparez la somme et le produit.,,,"[""math"", ""true-false"", ""fr"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,2,3,de,,Auf Meereshöhe kocht Wasser bei 100°C.,,,True,Siedepunkt von Wasser auf Meereshöhe ist 100°C.,,,"[""general-knowledge"", ""true-false"", ""de"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,2,5,fr,Quelle est la température corporelle normale (°C) ?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Plage normale ~36,5–37,5°C.",,,"[""general-knowledge"", ""fr"", ""grade-2"", ""diff-5""]",32000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,3,3,en,Which planet is known as the Red Planet?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Mercury""]",0,,Mars is called the Red Planet due to iron oxide (rust) on its surface.,,,"[""general-knowledge"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,5,1,en,On which continent is Russia?,,"[""South America"", ""Asia"", ""Africa"", ""Europe""]",3,,Russia is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,3,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,1,3,en,How many letters are in the word 'elephant'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,5,1,de,Wie heißt die Hauptstadt von Ukraine?,,"[""Helsinki"", ""Copenhagen"", ""Kyiv"", ""Athens""]",2,,Die Hauptstadt von Ukraine ist Kyiv.,,,"[""geography"", ""capitals"", ""de"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,3,4,fr,Un rectangle a une largeur de 27 cm et une hauteur de 5 cm. Quelle est son aire ?,,,,135,Aire = 27×5=135 cm².,cm^2,,"[""math"", ""number-input"", ""fr"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,3,fr,Combien font 69 ÷ 10 ? (arrondir à l'entier le plus proche),,"[""6"", ""9"", ""8"", ""7""]",3,,Le résultat correct est 7.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,3,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,1,4,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",1,,Recognize the animal in the image.,,https://picsum.photos/seed/img127/400/300,"[""math"", ""image"", ""en"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,5,3,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,1,en,What is 78 − 3?,,"[""74"", ""77"", ""76"", ""75""]",3,,The correct result is 75.,,,"[""math"", ""arithmetic"", ""en"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,3,4,fr,,"En anglais, une phrase commence par une majuscule.",,,True,Règle grammaticale standard.,,,"[""language"", ""true-false"", ""fr"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,2,en,On which continent is Italy?,,"[""Antarctica"", ""Oceania"", ""Asia"", ""Europe""]",3,,Italy is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,4,5,de,Ein Rechteck hat Breite 3 cm und Höhe 14 cm. Wie groß ist die Fläche?,,,,42,Fläche = 3×14=42 cm².,cm^2,,"[""math"", ""number-input"", ""de"", ""grade-4"", ""diff-5""]",24000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,1,fr,Quelle planète est connue comme la planète rouge ?,,"[""Mars"", ""Jupiter"", ""V\u00e9nus"", ""Mercure""]",0,,Mars est appelée la planète rouge à cause de l'oxyde de fer.,,,"[""general-knowledge"", ""fr"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,5,2,en,,Canberra is the capital of Australia.,,,True,Correct capital-country pair.,,,"[""geography"", ""true-false"", ""en"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,4,de,Welcher Planet ist als der Rote Planet bekannt?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Merkur""]",0,,Mars heißt der Rote Planet wegen Eisenoxid (Rost) auf der Oberfläche.,,,"[""general-knowledge"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,4,fr,Combien font 26 − 9 ?,,"[""18"", ""17"", ""16"", ""19""]",1,,Le résultat correct est 17.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,5,2,en,,2 + 12 is greater than 2 × 12.,,,False,Compare sum vs product to decide.,,,"[""math"", ""true-false"", ""en"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,1,en,What is 71 ÷ 7? (round to nearest integer),,"[""12"", ""10"", ""11"", ""9""]",1,,The correct result is 10.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,6,3,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",0,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img139/400/300,"[""math"", ""image"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,5,3,en,On which continent is Portugal?,,"[""Antarctica"", ""Asia"", ""Europe"", ""Africa""]",2,,Portugal is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,3,3,de,,Mexico City ist die Hauptstadt von China.,,,False,Die Hauptstadt von China ist Beijing.,,,"[""geography"", ""true-false"", ""de"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,3,de,,57 ist eine ungerade Zahl.,,,True,Ungerade Zahlen sind nicht durch 2 teilbar.,,,"[""math"", ""true-false"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,2,en,What is 21 + 28?,,"[""48"", ""50"", ""49"", ""51""]",2,,The correct result is 49.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,4,fr,Combien font 28 + 7 ?,,"[""36"", ""35"", ""34"", ""37""]",1,,Le résultat correct est 35.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,1,2,en,,There are 7 continents on Earth.,,,True,Common model counts 7 continents.,,,"[""geography"", ""true-false"", ""en"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,1,2,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",2,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img146/400/300,"[""geography"", ""image"", ""fr"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,4,en,What is the capital of India?,,"[""Budapest"", ""Pristina"", ""New Delhi"", ""London""]",2,,The capital of India is New Delhi.,,,"[""geography"", ""capitals"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,1,2,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,2,1,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,1,fr,,50 est un nombre impair.,,,False,Les nombres impairs ne sont pas divisibles par 2.,,,"[""math"", ""true-false"", ""fr"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,4,en,A square has side 21 cm. What is its perimeter?,,"[""88"", ""92"", ""84"", ""80""]",2,,The correct result is 84.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,3,de,Wähle die richtige Form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural verwendet 'are'.,,,"[""language"", ""grammar"", ""de"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,3,2,en,,Dublin is the capital of Ireland.,,,True,Correct capital-country pair.,,,"[""geography"", ""true-false"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,2,2,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,4,fr,Combien font 7 × 3 ?,,"[""22"", ""21"", ""17"", ""18""]",1,,Le résultat correct est 21.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,4,2,de,,2 + 2 ist gleich 2 × 2.,,,True,Durch das Distributivgesetz stimmt das immer.,,,"[""math"", ""true-false"", ""de"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,3,fr,Quelle est la température corporelle normale (°C) ?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Plage normale ~36,5–37,5°C.",,,"[""general-knowledge"", ""fr"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,1,en,,12 + 12 equals 2 × 12.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,1,en,What is 7 × 5?,,"[""38"", ""35"", ""39"", ""37""]",1,,The correct result is 35.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,6,4,fr,Combien y a-t-il de continents sur Terre ?,,,,7,Le modèle standard en compte 7.,,,"[""geography"", ""number-input"", ""fr"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,4,en,What is 12 + 50?,,"[""64"", ""63"", ""61"", ""62""]",3,,The correct result is 62.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,6,2,de,,Auf Meereshöhe kocht Wasser bei 100°C.,,,True,Siedepunkt von Wasser auf Meereshöhe ist 100°C.,,,"[""general-knowledge"", ""true-false"", ""de"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,3,3,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",0,,Recognize the animal in the image.,,https://picsum.photos/seed/img163/400/300,"[""math"", ""image"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,2,de,Wie viel ist 3 × 12?,,"[""37"", ""36"", ""33"", ""32""]",1,,Das richtige Ergebnis ist 36.,,,"[""math"", ""arithmetic"", ""de"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,1,1,en,On which continent is Albania?,,"[""Antarctica"", ""Africa"", ""Europe"", ""Oceania""]",2,,Albania is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,3,5,de,Welches Tier ist auf dem Bild zu sehen?,,"[""Katze"", ""Hund"", ""Vogel"", ""Fisch""]",3,,Erkenne das Tier auf dem Bild.,,https://picsum.photos/seed/img166/400/300,"[""geography"", ""image"", ""de"", ""grade-3"", ""diff-5""]",28000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,4,2,en,How many letters are in the word 'banana'?,,,,6,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,3,en,Choose the correct article: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' starts with a vowel sound → 'an'.,,,"[""language"", ""grammar"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,2,2,de,Wieviel sind 30% von 60?,,,,18,30% von 60 = 60×30/100 = 18.,,,"[""math"", ""number-input"", ""de"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,4,2,de,Wie viel ist 95 × 99?,,,,9405,95×99=9405.,,,"[""math"", ""number-input"", ""de"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,4,3,de,Wieviele Buchstaben hat das Wort 'mountain' (engl.)?,,,,8,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,2,en,,7 + 7 equals 2 × 7.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
